Stock_type,Title,Mileage,Price,Price_drop,car_battery,Dealer_Name,Location
Used,2019 Tesla Model 3 Long Range,"31,024 mi.","$25,246","$1,735 price drop",EV Battery Rating | Excellent,Raceway Nissan,"Riverside, CA"
Used,2020 Tesla Model 3 Standard Range Plus,"28,234 mi.","$25,995",,,Car Stop Auto Inc.,"Colonial Beach, VA"
Used,2021 Tesla Model 3 Standard Range Plus,"46,332 mi.","$28,998",,EV Battery Rating | Excellent,CarMax Winston-Salem - Offering Express Pickup and Home Delivery,"Winston-Salem, NC"
Used,2017 Tesla Model X 75D,"78,237 mi.","$36,989",,EV Battery Rating | Excellent,Drum Hill Autos,"Lowell, MA"
Used,2022 Tesla Model 3 Standard Range,"51,099 mi.","$24,490",,,Easterns Automotive Group of Baltimore- Curbside and Home Delivery Available,"Rosedale, MD"
Used,2022 Tesla Model 3 Base,"40,013 mi.","$24,477",,EV Battery Rating | Excellent,Hertz Car Sales Smithtown,"Smithtown, NY"
Used,2017 Tesla Model S 100D,"55,187 mi.","$32,500","$1,500 price drop",EV Battery Rating | Good,Capital Chevrolet,"Wake Forest, NC"
Used,2018 Tesla Model 3 Long Range,"79,685 mi.","$24,300",,EV Battery Rating | Excellent,Doug Justus Auto Center,"Louisville, TN"
Used,2015 Tesla Model S 90D,"67,470 mi.","$34,000",,EV Battery Rating | Excellent,Drive Hubler Certified Pre-Owned,"Greenwood, IN"
Used,2021 Tesla Model S Plaid Tri Motor All-Wheel Drive,"15,500 mi.",Not Priced,,EV Battery Rating | Excellent,Luxury Auto Collection,"Scottsdale, AZ"
Used,2018 Tesla Model 3 Long Range,"27,432 mi.","$27,995",,EV Battery Rating | Excellent,Pacific Auto Center - Fontana,"Fontana, CA"
Used,2018 Tesla Model 3 Long Range,"30,192 mi.","$28,995",,EV Battery Rating | Excellent,Pacific Auto Center - Fontana,"Fontana, CA"
Used,2016 Tesla Model X 60D,"104,000 mi.","$27,995",,EV Battery Rating | Excellent,Capital Auto Sales,"Decatur, GA"
Used,2020 Tesla Model 3 Standard Range Plus,"42,842 mi.","$28,998",,,CarMax Buena Park - Offering Express Pickup and Home Delivery,"Buena Park, CA"
Used,2020 Tesla Model 3 Standard Range Plus,"20,640 mi.","$29,998",,EV Battery Rating | Excellent,CarMax LAX - Offering Express Pickup and Home Delivery,"Inglewood, CA"
Used,2022 Tesla Model 3 Long Range,"33,104 mi.","$30,277",,EV Battery Rating | Excellent,Hertz Car Sales Orlando,"Orlando, FL"
Used,2022 Tesla Model 3 Long Range,"33,324 mi.","$28,337",,EV Battery Rating | Excellent,Hertz Car Sales Orlando,"Orlando, FL"
Used,2020 Tesla Model 3 Long Range,"26,175 mi.","$26,995",,EV Battery Rating | Excellent,Dow Autoplex,"Mineola, TX"
Used,2023 Tesla Model 3 Base,"9,486 mi.","$34,998",,EV Battery Rating | Excellent,CarMax Bakersfield - Offering Express Pickup and Home Delivery,"Bakersfield, CA"
Used,2018 Tesla Model 3 Long Range,"48,099 mi.","$24,998","$1,000 price drop",EV Battery Rating | Excellent,CarMax Santa Rosa - Offering Express Pickup and Home Delivery,"Santa Rosa, CA"
Used,2022 Tesla Model 3 Long Range,"38,067 mi.","$27,728",,EV Battery Rating | Excellent,Hertz Car Sales Springfield,"Springfield, VA"
Used,2023 Tesla Model 3 Base,"22,781 mi.","$26,394",$739 price drop,EV Battery Rating | Excellent,Hertz Car Sales Tampa,"Tampa, FL"
Used,2022 Tesla Model 3 Base,"32,908 mi.","$26,027",$582 price drop,EV Battery Rating | Excellent,Hertz Car Sales Springfield,"Springfield, VA"
Used,2023 Tesla Model 3 Base,"15,438 mi.","$27,838",,EV Battery Rating | Excellent,Hertz Car Sales Springfield,"Springfield, VA"
Used,2022 Tesla Model 3 Long Range,"41,119 mi.","$29,171",,EV Battery Rating | Excellent,Hertz Car Sales Tampa,"Tampa, FL"
Used,2023 Tesla Model 3 Base,"21,551 mi.","$26,560",$711 price drop,EV Battery Rating | Excellent,Hertz Car Sales Tampa,"Tampa, FL"
Used,2018 Tesla Model 3 Long Range,"40,500 mi.","$27,000",,EV Battery Rating | Excellent,Jeep Only,"Las Vegas, NV"
Used,2023 Tesla Model 3 Base,"21,187 mi.","$27,208",,EV Battery Rating | Excellent,Hertz Car Sales Richmond,"Richmond, VA"
Used,2023 Tesla Model 3 Base,"20,789 mi.","$27,248",,EV Battery Rating | Excellent,Hertz Car Sales Riverside,"Riverside, CA"
Used,2022 Tesla Model 3 Base,"26,389 mi.","$25,635",,EV Battery Rating | Excellent,Hertz Car Sales Baltimore,"Nottingham, MD"
Used,2022 Tesla Model 3 Base,"28,189 mi.","$26,482",$615 price drop,EV Battery Rating | Excellent,Hertz Car Sales Winston Salem,"Winston-Salem, NC"
Used,2022 Tesla Model 3 Long Range,"37,623 mi.","$28,767",$656 price drop,EV Battery Rating | Excellent,Hertz Car Sales Baltimore,"Nottingham, MD"
Used,2022 Tesla Model 3 Base,"32,111 mi.","$25,099",,EV Battery Rating | Excellent,Hertz Car Sales Austin,"Austin, TX"
Used,2022 Tesla Model 3 Long Range,"47,682 mi.","$27,415",$620 price drop,,Hertz Car Sales Kearny Mesa,"San Diego, CA"
Used,2022 Tesla Model 3 Base,"38,464 mi.","$24,660",,EV Battery Rating | Excellent,Hertz Car Sales Bonita Springs,"Bonita Springs, FL"
Used,2023 Tesla Model 3 Base,"18,789 mi.","$27,463",,EV Battery Rating | Excellent,Hertz Car Sales Oklahoma City,"Warr Acres, OK"
Used,2022 Tesla Model 3 Long Range,"35,056 mi.","$28,104",,EV Battery Rating | Excellent,Hertz Car Sales Bonita Springs,"Bonita Springs, FL"
Used,2023 Tesla Model 3 Base,"24,112 mi.","$26,218",,,Hertz Car Sales Bonita Springs,"Bonita Springs, FL"
Used,2022 Tesla Model 3 Long Range,"32,655 mi.","$30,338",,EV Battery Rating | Excellent,Hertz Car Sales Clearwater,"Clearwater, FL"
Used,2023 Tesla Model 3 Base,"17,856 mi.","$27,032",,EV Battery Rating | Excellent,Hertz Car Sales Houston,"Houston, TX"
Used,2018 Tesla Model 3 Long Range,"110,680 mi.","$20,299",,,Wesley Chapel Toyota,"Wesley Chapel, FL"
Used,2023 Tesla Model 3 Base,"17,311 mi.","$33,998",,EV Battery Rating | Excellent,CarMax Brandywine - Offering Express Pickup and Home Delivery,"Brandywine, MD"
Used,2022 Tesla Model 3 Base,"29,672 mi.","$25,341",,EV Battery Rating | Excellent,Hertz Car Sales Baltimore,"Nottingham, MD"
Used,2013 Tesla Model S Performance,"58,895 mi.","$19,994",,EV Battery Rating | Excellent,Mercedes-Benz of Bellevue,"Bellevue, WA"
Used,2022 Tesla Model 3 Base,"56,189 mi.","$22,890",,EV Battery Rating | Excellent,Feldman Chevrolet of Livonia,"Livonia, MI"
Used,2020 Tesla Model 3 Standard Range Plus,"29,178 mi.","$29,998",,EV Battery Rating | Excellent,CarMax Southwest Freeway - Offering Express Pickup and Home Delivery,"Houston, TX"
Used,2018 Tesla Model 3 Long Range,"72,755 mi.","$27,998",,EV Battery Rating | Excellent,CarMax North Houston - Offering Express Pickup and Home Delivery,"Houston, TX"
Used,2019 Tesla Model X Performance,"43,705 mi.","$52,998",,,CarMax Merrillville - Offering Express Pickup and Home Delivery,"Merrillville, IN"
Used,2021 Tesla Model 3 Standard Range Plus,"19,912 mi.","$31,998",,EV Battery Rating | Excellent,CarMax Miami Lakes - Offering Express Pickup and Home Delivery,"Miami Lakes, FL"
Used,2018 Tesla Model 3 Long Range,"22,659 mi.","$27,997",,,Roberts Auto Sales,"Modesto, CA"
Used,2019 Tesla Model S Long Range,"49,804 mi.",Not Priced,,,Kia of Riverdale,"Riverdale, NJ"
Used,2020 Tesla Model 3 Long Range,"21,707 mi.","$28,997","$1,000 price drop",EV Battery Rating | Excellent,Roberts Auto Sales,"Modesto, CA"
Used,2022 Tesla Model 3 Long Range,"105,999 mi.","$20,998",,EV Battery Rating | Excellent,Leskovar Mitsubishi,"Kennewick, WA"
Used,2018 Tesla Model 3 Long Range,"32,046 mi.","$30,998",,,CarMax Phoenix-West Valley - Offering Express Pickup and Home Delivery,"Tolleson, AZ"
,Used 2018 Tesla Model S 75D,"72,500 mi.","$29,950",,,,"Glen Allen, VA"
,Used 2020 Tesla Model 3 Standard Range Plus,"49,900 mi.","$24,000",,,,"Laguna Hills, CA"
,Used 2019 Tesla Model S Performance,"29,926 mi.","$49,922",,,,"Fort Myers, FL"
,Used 2023 Tesla Model 3 Performance,"6,800 mi.","$41,500",,,,"Sneads Ferry, NC"
,Used 2021 Tesla Model S Plaid,"32,810 mi.","$67,000",,,,"Wayne, NJ"
,Used 2016 Tesla Model S P90D,"77,950 mi.","$25,000",,,,"Irvington, NY"
,Used 2022 Tesla Model 3 Long Range,"64,256 mi.",Not Priced,,EV Battery Rating | Excellent,LA City Cars,"Inglewood, CA"
,Used 2022 Tesla Model 3 Long Range,"59,983 mi.","$24,981",,EV Battery Rating | Excellent,Kalidy Kia,"Edmond, OK"
,Used 2017 Tesla Model S 75,"99,650 mi.","$22,925",,EV Battery Rating | Good,Volkswagen of Streetsboro,"Streetsboro, OH"
,Used 2020 Tesla Model S Long Range Dual Motor All-Wheel Drive,"55,617 mi.","$38,425",,EV Battery Rating | Excellent,McLarty Daniel Chrysler Dodge Jeep Ram Fiat of Springdale,"Springdale, AR"
,Used 2018 Tesla Model 3 Long Range,"40,813 mi.","$28,995",,EV Battery Rating | Excellent,Premier Auto Imports,"Waldorf, MD"
,Used 2021 Tesla Model 3 Standard Range Plus,"118,402 mi.","$17,995","$1,000 price drop",EV Battery Rating | Good,Bimmer Motorsports,"Los Angeles, CA"
,Used 2020 Tesla Model 3 Performance,"42,918 mi.","$32,316","$1,679 price drop",EV Battery Rating | Excellent,Hunter Dodge Chrysler Jeep RAM Fiat,"Lancaster, CA"
,Used 2018 Tesla Model S 75D,"107,448 mi.","$22,450",,EV Battery Rating | Excellent,Golden Motors,"Lexington, SC"
,Used 2022 Tesla Model 3 Long Range,"23,435 mi.","$32,999","$1,000 price drop",EV Battery Rating | Excellent,9stars Motorsports,"Everett, WA"
,Used 2022 Tesla Model X Base,"4,814 mi.","$84,950",,EV Battery Rating | Excellent,Auto Collection of Murfreesboro,"Murfreesboro, TN"
,Used 2023 Tesla Model 3 Base,"22,723 mi.","$27,053","$2,251 price drop",EV Battery Rating | Excellent,Hertz Car Sales Inglewood,"Inglewood, CA"
,Used 2018 Tesla Model S 75D,"21,500 mi.","$36,900",,,,"Westlake Village, CA"
,Used 2021 Tesla Model 3 Long Range,"45,264 mi.","$34,900",,,,"Chula Vista, CA"
,New 2023 Tesla Model 3 Rear-Wheel Drive,,"$35,990",,,Tesla,"Bernalillo, NM"
,Used 2022 Tesla Model 3 Base,"72,000 mi.","$24,995",,,,"Fresno, CA"
,Used 2022 Tesla Model 3 Standard Range,"47,314 mi.","$23,999",,EV Battery Rating | Excellent,LA City Cars,"Inglewood, CA"
,Used 2023 Tesla Model 3 Base,"17,790 mi.","$28,922","$1,073 price drop",EV Battery Rating | Excellent,"Paducah Ford Lincoln Mazda, Inc.","Paducah, KY"
,Used 2018 Tesla Model 3 Performance,"63,312 mi.","$28,998",,EV Battery Rating | Excellent,CarMax Palmdale - Offering Express Pickup and Home Delivery,"Palmdale, CA"
,Used 2018 Tesla Model 3 Long Range,"26,958 mi.","$27,980",,EV Battery Rating | Excellent,Auto Web Expo,"Plano, TX"
,Used 2017 Tesla Model X 100D,"95,863 mi.","$36,500",,,,"Indianapolis, IN"
,Used 2017 Tesla Model S 75D,"66,472 mi.","$28,492","$1,140 price drop",EV Battery Rating | Excellent,Chicago Auto Warehouse,"Chicago, IL"
,Used 2018 Tesla Model 3 Long Range,"53,665 mi.","$26,998",,EV Battery Rating | Excellent,CarMax Torrance - Offering Express Pickup and Home Delivery,"Torrance, CA"
,Used 2023 Tesla Model 3 Base,"26,183 mi.","$26,385",$778 price drop,EV Battery Rating | Excellent,Hertz Car Sales Charlotte,"Charlotte, NC"
,Used 2022 Tesla Model 3 Base,"44,552 mi.","$24,888",,EV Battery Rating | Excellent,Central Autohaus,"Dallas, TX"
,Used 2016 Tesla Model S 90D,"34,967 mi.","$26,987",,,CAR LUX,"Inglewood, CA"
,Used 2021 Tesla Model 3 Standard Range Plus,"19,956 mi.","$32,000",,,,"Sanford, FL"
,Used 2020 Tesla Model 3 Long Range,"53,563 mi.","$29,999",,EV Battery Rating | Excellent,Auto Barn LLC,"Newnan, GA"
,Used 2020 Tesla Model 3 Long Range,"43,088 mi.","$27,900",,EV Battery Rating | Excellent,Suppes Ford,"Johnstown, PA"
,New 2023 Tesla Model 3 Long Range Dual Motor All-Wheel Drive,,"$44,320",,,Tesla,"Burbank, CA"
,New 2023 Tesla Model 3 Long Range Dual Motor All-Wheel Drive,,"$44,320",,,Tesla,"Marina Del Rey, CA"
,Used 2015 Tesla Model S 85D,"79,675 mi.","$20,990",,EV Battery Rating | Excellent,LF Autos,"Baltimore, MD"
,New 2023 Tesla Model 3 Long Range Dual Motor All-Wheel Drive,,"$44,320",,,Tesla,"West Covina, CA"
,Used 2023 Tesla Model 3 Base,"22,625 mi.","$27,063","$1,365 price drop",EV Battery Rating | Excellent,Hertz Car Sales Torrance,"Torrance, CA"
,Used 2022 Tesla Model S Long Range,"35,000 mi.","$64,500",,,,"Laguna Niguel, CA"
,Used 2020 Tesla Model S Performance,"77,190 mi.","$49,500",,,,"Mill Valley, CA"
,Used 2022 Tesla Model S Plaid,"33,000 mi.","$65,000",,,,"Bear, DE"
,Used 2023 Tesla Model 3 Base,"27,095 mi.","$26,499",$800 price drop,EV Battery Rating | Excellent,Hanna Cars,"Bradenton, FL"
,New 2023 Tesla Model 3 Long Range Dual Motor All-Wheel Drive,,"$44,770",,,Tesla,"Tucson, AZ"
,Used 2017 Tesla Model X P100D,"64,000 mi.","$40,500",,,,"New York, NY"
,Used 2022 Tesla Model 3 Long Range,"57,147 mi.","$24,777",,EV Battery Rating | Excellent,LA City Cars,"Inglewood, CA"
,Used 2018 Tesla Model 3 Long Range,"40,168 mi.","$25,899",,EV Battery Rating | Excellent,JT Auto Group,"Sanford, NC"
,Used 2023 Tesla Model 3 Base,"22,688 mi.","$26,999","$1,000 price drop",EV Battery Rating | Excellent,Hanna Cars,"Bradenton, FL"
,Used 2023 Tesla Model 3 Base,"22,237 mi.","$27,102","$1,284 price drop",EV Battery Rating | Excellent,Hertz Car Sales Baltimore,"Nottingham, MD"
,Used 2020 Tesla Model X Long Range Plus Dual Motor All-Wheel Drive,"27,544 mi.","$53,983",,EV Battery Rating | Excellent,Star Motor Sales,"Downers Grove, IL"
,Used 2018 Tesla Model 3 Long Range,"142,883 mi.","$21,750",,,,"Scottsdale, AZ"
,Used 2019 Tesla Model 3 Standard Range Plus,"77,547 mi.","$19,998","$1,000 price drop",EV Battery Rating | Excellent,Price Pro,"Maumee, OH"
,Used 2020 Tesla Model 3 Long Range,"39,582 mi.","$24,994",,EV Battery Rating | Excellent,Evo Motors,"Seffner, FL"
,New 2023 Tesla Model 3 Long Range Dual Motor All-Wheel Drive,,"$44,320",,,Tesla,"Corte Madera, CA"
,Used 2021 Tesla Model 3 Long Range,"36,129 mi.","$33,998",,EV Battery Rating | Excellent,CarMax Gaithersburg - Offering Express Pickup and Home Delivery,"Gaithersburg, MD"
,Used 2019 Tesla Model 3 Performance,"46,051 mi.","$25,999","$2,000 price drop",EV Battery Rating | Excellent,Premier Automotive,"Dumfries, VA"
,New 2023 Tesla Model 3 Rear-Wheel Drive,,"$37,790",,,Tesla,"Seaside, CA"
,Used 2013 Tesla Model S Performance,"61,000 mi.","$27,990","$2,000 price drop",EV Battery Rating | Excellent,Carolina Auto Connection,"Spartanburg, SC"
,Used 2019 Tesla Model 3 Long Range,"35,946 mi.","$32,998",,EV Battery Rating | Excellent,CarMax Victorville,"Victorville, CA"
,Used 2020 Tesla Model 3 Standard Range Plus,"48,719 mi.","$26,995","$2,000 price drop",EV Battery Rating | Excellent,Norco Truck Center,"Norco, CA"
,Used 2020 Tesla Model 3 Standard Range Plus,"53,350 mi.","$25,750",$202 price drop,EV Battery Rating | Excellent,AutoNation Toyota Spokane Valley,"Spokane Valley, WA"
,Used 2020 Tesla Model X Long Range Plus,"48,250 mi.","$52,000",,,,"Sugar Land, TX"
,Used 2018 Tesla Model 3 Long Range,"44,722 mi.","$28,998",,EV Battery Rating | Excellent,CarMax St. Louis South Lindbergh - Offering Express Pickup and Home Delivery,"St. Louis, MO"
,New 2023 Tesla Model 3 Long Range Dual Motor All-Wheel Drive,,"$44,320",,,Tesla,"Rocklin, CA"
,New 2023 Tesla Model 3 Rear-Wheel Drive,,"$35,090",,,Tesla,"Gilroy, CA"
,Used 2017 Tesla Model S P100D,"71,106 mi.","$35,995",,EV Battery Rating | Good,Brown & Brown Wholesale,"Mesa, AZ"
,Used 2016 Tesla Model S P90D,"118,325 mi.","$21,499",,,,"San Francisco, CA"
,Used 2020 Tesla Model 3 Standard Range,"20,211 mi.","$28,990",,EV Battery Rating | Excellent,Titus-Will Used Cars - Olympia,"Olympia, WA"
,Used 2013 Tesla Model S Performance,"117,028 mi.","$16,777","$1,000 price drop",EV Battery Rating | Good,VL Auto 777,"Midway City, CA"
,Used 2015 Tesla Model S 60,"99,200 mi.","$22,220",,EV Battery Rating | Excellent,Fortis Auto Group,"Las Vegas, NV"
,Used 2019 Tesla Model 3 Long Range,"74,870 mi.","$24,286",,EV Battery Rating | Excellent,Nelson Mazda Tulsa,"Tulsa, OK"
,Used 2021 Tesla Model X PERFORMANCE,"18,588 mi.","$62,997",,EV Battery Rating | Excellent,Fred's Executive Auto,"Woodbridge, VA"
,Used 2020 Tesla Model 3 Long Range,"29,051 mi.","$29,785",$200 price drop,EV Battery Rating | Excellent,Precise Motors LLC,"South Bloomfield, OH"
,Used 2023 Tesla Model 3 Base,"16,121 mi.","$27,762",$879 price drop,EV Battery Rating | Excellent,Hertz Car Sales Salt Lake City,"Salt Lake City, UT"
,New 2023 Tesla Model 3 Long Range Dual Motor All-Wheel Drive,,"$44,320",,,Tesla,"Riverside, CA"
,Used 2022 Tesla Model 3 Long Range,"47,150 mi.","$26,398",,,Driveline Used Cars Murrieta,"Murrieta, CA"
,Used 2020 Tesla Model 3 Performance,"35,826 mi.","$29,994",,EV Battery Rating | Excellent,Evo Motors,"Seffner, FL"
,Used 2023 Tesla Model 3 Base,"34,214 mi.","$25,850",$272 price drop,EV Battery Rating | Excellent,Hertz Car Sales Kearny Mesa,"San Diego, CA"
,Used 2020 Tesla Model 3 Standard Range Plus,"57,988 mi.","$27,998",,EV Battery Rating | Excellent,CarMax Capitol Expressway - Offering Express Pickup and Home Delivery,"San Jose, CA"
,Used 2023 Tesla Model 3 Performance,"16,456 mi.","$37,996",,EV Battery Rating | Excellent,Korf Ford,"Brush, CO"
,Used 2020 Tesla Model 3 Standard Range Plus,"35,084 mi.","$30,998",,EV Battery Rating | Excellent,CarMax Tyler - Offering Express Pickup and Home Delivery,"Tyler, TX"
,Used 2018 Tesla Model 3 Long Range,"44,320 mi.","$28,998","$1,000 price drop",EV Battery Rating | Excellent,CarMax Germantown - Offering Express Pickup and Home Delivery,"Memphis, TN"
,Used 2021 Tesla Model 3 Standard Range Plus,"19,336 mi.","$25,940","$1,059 price drop",EV Battery Rating | Excellent,Hanna Cars,"Bradenton, FL"
,Used 2016 Tesla Model S 60D,"53,669 mi.","$29,999",,EV Battery Rating | Excellent,Legend Auto Sales Inc,"Burien, WA"
,Used 2022 Tesla Model 3 Long Range,"76,112 mi.","$22,945",,EV Battery Rating | Excellent,Auto Boutique,"Jacksonville, FL"
,Used 2019 Tesla Model 3 Performance,"30,688 mi.","$29,498","$1,500 price drop",EV Battery Rating | Excellent,Morrie's Minnetonka Ford,"Hopkins, MN"
,Used 2018 Tesla Model 3 Long Range,"69,220 mi.","$24,800",$198 price drop,EV Battery Rating | Excellent,Kalidy Chrysler Dodge Jeep Ram,"Chickasha, OK"
,Used 2019 Tesla Model S Long Range,"67,750 mi.","$39,990",,EV Battery Rating | Excellent,Teslot,"Costa Mesa, CA"
,Used 2023 Tesla Model 3 Standard Range,"3,235 mi.","$30,997","$1,000 price drop",EV Battery Rating | Outstanding,Roberts Auto Sales,"Modesto, CA"
,Used 2019 Tesla Model 3 Standard Range Plus,"57,581 mi.","$23,999",,EV Battery Rating | Excellent,OutLet4Cars.com,"Rio Linda, CA"
,Used 2020 Tesla Model X Long Range,"59,138 mi.","$48,498",,EV Battery Rating | Excellent,Mercedes-Benz of Laguna Niguel,"Laguna Niguel, CA"
,Used 2016 Tesla Model S 70D,"89,531 mi.","$20,500",,EV Battery Rating | Excellent,Auto Boutique,"Jacksonville, FL"
,Used 2020 Tesla Model 3 Performance,"32,152 mi.","$31,777",,EV Battery Rating | Excellent,Shottenkirk Fort Bend Kia,"Rosenberg, TX"
,Used 2023 Tesla Model 3 Standard Range,"40,925 mi.","$25,345",$655 price drop,EV Battery Rating | Excellent,Auto Boutique,"Jacksonville, FL"
Used,2019 Tesla Model 3 Standard Range Plus,"73,120 mi.","$24,950","$2,000 price drop",EV Battery Rating | Excellent,Future Chrysler Dodge Jeep Ram of Concord,"Concord, CA"
Used,2021 Tesla Model S Long Range Plus Dual Motor All-Wheel Drive,"29,426 mi.","$47,995",,EV Battery Rating | Excellent,Ultimate Motorsports Inc.,"Houston, TX"
Used,2021 Tesla Model 3 Long Range,"6,154 mi.","$29,791",,EV Battery Rating | Excellent,Michaels Autos,"Orlando, FL"
New,2023 Tesla Model 3 Rear-Wheel Drive,,"$36,440",,,Tesla,"Gilroy, CA"
Used,2022 Tesla Model 3 Long Range,"27,328 mi.","$34,988",,EV Battery Rating | Excellent,Chase Chevrolet,"Stockton, CA"
Used,2021 Tesla Model S Long Range Dual Motor All-Wheel Drive,"26,217 mi.","$53,999",,EV Battery Rating | Excellent,Modern Motorcars,"Nixa, MO"
Used,2016 Tesla Model S P90D,"72,373 mi.","$28,972","$3,663 price drop",EV Battery Rating | Excellent,Audi North Scottsdale,"Phoenix, AZ"
Used,2019 Tesla Model 3 Performance,"28,481 mi.","$32,527",,EV Battery Rating | Excellent,Archibald's,"Kennewick, WA"
Used,2016 Tesla Model S 60D,"53,669 mi.","$29,999",,EV Battery Rating | Excellent,Legend Auto Sales Inc,"Burien, WA"
Used,2022 Tesla Model 3 Long Range,"76,112 mi.","$22,945",,EV Battery Rating | Excellent,Auto Boutique,"Jacksonville, FL"
Used,2019 Tesla Model 3 Performance,"30,688 mi.","$29,498","$1,500 price drop",EV Battery Rating | Excellent,Morrie's Minnetonka Ford,"Hopkins, MN"
Used,2018 Tesla Model 3 Long Range,"69,220 mi.","$24,800",$198 price drop,EV Battery Rating | Excellent,Kalidy Chrysler Dodge Jeep Ram,"Chickasha, OK"
Used,2019 Tesla Model S Long Range,"67,750 mi.","$39,990",,EV Battery Rating | Excellent,Teslot,"Costa Mesa, CA"
Used,2023 Tesla Model 3 Standard Range,"3,235 mi.","$30,997","$1,000 price drop",EV Battery Rating | Outstanding,Roberts Auto Sales,"Modesto, CA"
Used,2020 Tesla Model X Long Range,"59,138 mi.","$48,498",,EV Battery Rating | Excellent,Mercedes-Benz of Laguna Niguel,"Laguna Niguel, CA"
Used,2016 Tesla Model S 70D,"89,531 mi.","$20,500",,EV Battery Rating | Excellent,Auto Boutique,"Jacksonville, FL"
Used,2020 Tesla Model 3 Performance,"32,152 mi.","$31,777",,EV Battery Rating | Excellent,Shottenkirk Fort Bend Kia,"Rosenberg, TX"
Used,2023 Tesla Model 3 Standard Range,"40,925 mi.","$25,345",$655 price drop,EV Battery Rating | Excellent,Auto Boutique,"Jacksonville, FL"
Used,2023 Tesla Model 3 Standard Range,"31,862 mi.","$26,645",$855 price drop,EV Battery Rating | Excellent,Auto Boutique,"Jacksonville, FL"
Used,2020 Tesla Model 3 Standard Range,"37,321 mi.","$27,995",,EV Battery Rating | Excellent,San Diego eCars Inc.,"San Diego, CA"
Used,2021 Tesla Model 3 Standard Range Plus,"85,367 mi.","$20,900",$600 price drop,EV Battery Rating | Excellent,Auto Boutique,"Jacksonville, FL"
Used,2018 Tesla Model X 75D,"48,790 mi.","$40,991",,EV Battery Rating | Excellent,Lapin Motor Company,"Scottsdale, AZ"
Used,2017 Tesla Model S 75,"63,055 mi.","$25,990",,EV Battery Rating | Excellent,Teslot,"Costa Mesa, CA"
Used,2022 Tesla Model X Plaid,"17,024 mi.","$79,950",,EV Battery Rating | Excellent,eCarOne,"Plano, TX"
Used,2021 Tesla Model S Plaid,"11,475 mi.","$71,950",,EV Battery Rating | Excellent,eCarOne,"Plano, TX"
Used,2016 Tesla Model S 75D,"79,507 mi.","$23,845",,EV Battery Rating | Excellent,Auto Boutique Texas,"Alvin, TX"
Used,2016 Tesla Model X P90D,"95,453 mi.","$27,500",,EV Battery Rating | Good,Drive A Dream,"Marietta, GA"
Used,2015 Tesla Model S 85D,"77,342 mi.","$21,495",$400 price drop,EV Battery Rating | Excellent,Simi Valley Toyota,"Simi Valley, CA"
Used,2022 Tesla Model 3 Performance,"33,659 mi.","$33,587",,EV Battery Rating | Excellent,Safford Brown CDJR Sterling,"Sterling, VA"
Used,2020 Tesla Model X Long Range Dual Motor All-Wheel Drive,"48,891 mi.","$47,500",,EV Battery Rating | Excellent,Drive A Dream,"Marietta, GA"
Used,2022 Tesla Model 3 Long Range,"117,773 mi.","$22,999",,EV Battery Rating | Excellent,Premium Autos,"Norco, CA"
Used,2016 Tesla Model S 60D,"45,948 mi.","$26,500",$250 price drop,EV Battery Rating | Excellent,Safford Brown Volkswagen Richmond,"Richmond, VA"
Used,2020 Tesla Model 3 Long Range,"38,375 mi.","$27,995","$1,000 price drop",EV Battery Rating | Excellent,Niello Volvo Cars of Sacramento,"Sacramento, CA"
Used,2019 Tesla Model 3 Long Range,"38,975 mi.","$30,560",$690 price drop,EV Battery Rating | Excellent,Mercedes-Benz & Chevrolet in San Luis Obispo,"San Luis Obispo, CA"
Used,2018 Tesla Model X 75D,"102,055 mi.","$27,999",,EV Battery Rating | Excellent,Premium Autos,"Norco, CA"
Used,2020 Tesla Model 3 Long Range,"27,419 mi.","$27,990","$1,304 price drop",EV Battery Rating | Excellent,Auto Show Sales & Service,"Plantation, FL"
Used,2022 Tesla Model 3 Long Range,"51,341 mi.","$26,000",,EV Battery Rating | Excellent,Kalidy Kia,"Edmond, OK"
Used,2018 Tesla Model X 100D,"71,744 mi.","$38,900",,EV Battery Rating | Excellent,Marshall Goldman Motor Sales,"Warrenville Heights, OH"
Used,2013 Tesla Model S Base,"104,950 mi.","$17,999",$500 price drop,,Dream Autos Inc,"Nashville, TN"
Used,2016 Tesla Model S P90D,"61,326 mi.","$28,900",,EV Battery Rating | Good,Texas Vehicle Exchange,"Carrollton, TX"
Used,2021 Tesla Model 3 Standard Range Plus,"78,102 mi.","$22,995",,EV Battery Rating | Excellent,Northside Auto,"Indianapolis, IN"
Used,2018 Tesla Model S 100D,"88,179 mi.","$30,400",$500 price drop,EV Battery Rating | Good,Century Auto,"Daly City, CA"
Used,2018 Tesla Model 3 Long Range,"53,468 mi.","$24,873",,EV Battery Rating | Excellent,AutoNation Chevrolet Greenacres,"Greenacres, FL"
Used,2022 Tesla Model X Base,"20,501 mi.","$70,997",,EV Battery Rating | Excellent,Morrie's Mercedes Benz of St. Paul,"Maplewood, MN"
Used,2018 Tesla Model X 100D,"39,568 mi.","$46,715",,EV Battery Rating | Excellent,Jaguar Land Rover Woodland Hills,"Woodland Hills, CA"
Used,2020 Tesla Model 3 Long Range,"31,454 mi.","$27,990",$914 price drop,EV Battery Rating | Excellent,Auto Show Sales & Service,"Plantation, FL"
